symbol,recommended_tier,in_core25_pinned,in_scanner_24h,latest_status,seen_delisted,latest_is_delisted_at_asof,statuses,listed_at,delisted_at,first_seen_ts,last_seen_ts,alive_from,alive_to,alive_days_in_18mo_window,turnover_24h,last_price,base_coin,quote_coin,contract_type,tick_size,qty_step,min_notional,latest_snapshot_ts,source_uri
BONDUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-10-16 07:58:55+02,2024-12-24 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2024-12-24 11:00:00+01,23.515,,,BOND,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BSUUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-08-27 12:30:53+02,2026-04-30 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-27 12:30:53+02,2026-04-30 11:00:00+02,245.937,,,BSU,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BSWUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-03-23 07:32:06+01,2025-10-01 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-01 11:00:00+02,304.474,,,BSW,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
BUZZUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-01-22 10:12:16+01,2025-04-19 05:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-01-22 10:12:16+01,2025-04-19 05:00:00+02,86.741,,,BUZZ,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
CAMPUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-08-28 10:31:42+02,2026-04-16 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-28 10:31:42+02,2026-04-16 11:00:00+02,231.020,,,CAMP,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
CELRUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2021-10-25 02:00:00+02,2025-11-21 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-21 10:00:00+01,355.474,,,CELR,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
CHESSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-09-02 10:28:35+02,2025-10-30 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-30 10:00:00+01,333.474,,,CHESS,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
CLOUDUSDT,historical_delisted_18mo,f,f,Closed,t,t,"Closed,Trading",2024-07-19 11:28:08+02,2026-05-08 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-08 11:00:00+02,523.474,,,CLOUD,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
COMBOUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-06-08 09:53:12+02,2025-03-27 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-03-27 10:00:00+01,116.474,,,COMBO,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
COMMONUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-10-27 14:09:07+01,2026-02-02 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-10-27 14:09:07+01,2026-02-02 10:00:00+01,97.827,,,COMMON,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
COOKUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-12-02 08:47:24+01,2026-03-27 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-02 08:47:24+01,2026-03-27 10:00:00+01,480.050,,,COOK,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
COSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-05-09 11:01:03+02,2025-10-26 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-26 10:00:00+01,329.474,,,COS,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
CPOOLUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-03-06 09:03:31+01,2025-10-18 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-03-06 09:03:31+01,2025-10-18 11:00:00+02,226.039,,,CPOOL,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
CTKUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2021-12-02 12:34:07+01,2026-04-22 12:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-04-22 12:00:00+02,507.515,,,CTK,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
CTSIUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-03-23 07:55:11+01,2026-03-19 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-03-19 10:00:00+01,473.474,,,CTSI,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
CUDISUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-06-12 10:35:15+02,2026-02-11 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-06-12 10:35:15+02,2026-02-11 10:00:00+01,244.017,,,CUDIS,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DAMUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-08-18 14:48:41+02,2026-01-10 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-08-18 14:48:41+02,2026-01-10 10:00:00+01,144.841,,,DAM,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DARKUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-04-25 17:34:50+02,2025-07-01 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-25 17:34:50+02,2025-07-01 11:00:00+02,66.726,,,DARK,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DARUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-05-02 06:51:53+02,2025-01-06 04:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-01-06 04:00:00+01,36.224,,,DAR,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DATAUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-12-20 07:45:17+01,2025-05-29 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-05-29 11:00:00+02,179.474,,,DATA,USDT,LinearPerpetual,0.00001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DEGENUSDT,historical_delisted_18mo,f,f,Closed,t,t,"Closed,Trading",2024-04-01 13:38:03+02,2026-05-14 12:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-14 12:00:00+02,529.515,,,DEGEN,USDT,LinearPerpetual,0.0000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DENTUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-01-13 11:15:28+01,2026-02-06 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-02-06 10:00:00+01,432.474,,,DENT,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DGBUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-03-28 09:25:31+02,2026-02-27 12:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-02-27 12:00:00+01,453.557,,,DGB,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DMCUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-07-03 12:46:35+02,2025-10-21 16:30:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-07-03 12:46:35+02,2025-10-21 16:30:00+02,110.155,,,DMC,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DODOUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-04-20 14:30:00+02,2026-03-06 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-03-06 10:00:00+01,460.474,,,DODO,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DOGSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-08-26 14:16:35+02,2025-10-24 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-24 11:00:00+02,327.474,,,DOGS,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DOGUSDT,historical_delisted_18mo,f,f,Closed,t,t,"Closed,Trading",2024-06-04 11:58:40+02,2026-05-28 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-05-28 11:00:00+02,543.474,,,DOG,USDT,LinearPerpetual,0.0000001,100,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DOP1USDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-07-10 11:19:21+02,2025-01-30 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-01-30 10:00:00+01,60.474,,,DOP1,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
DUCKUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-01-16 11:21:28+01,2025-10-14 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-01-16 11:21:28+01,2025-10-14 11:00:00+02,270.943,,,DUCK,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ELXUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-03-12 08:05:40+01,2025-12-04 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-03-12 08:05:40+01,2025-12-04 10:00:00+01,267.079,,,ELX,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
EOSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2021-06-29 08:59:00+02,2025-05-21 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-05-21 11:00:00+02,171.474,,,EOS,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
EPTUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-04-21 14:22:39+02,2026-01-30 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-04-21 14:22:39+02,2026-01-30 10:00:00+01,283.859,,,EPT,USDT,LinearPerpetual,0.0000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
ETHWUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-09-16 02:00:00+02,2025-11-21 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-21 10:00:00+01,355.474,,,ETHW,USDT,LinearPerpetual,0.0001,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FBUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-09-25 11:02:12+02,2025-09-03 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-09-03 11:00:00+02,276.474,,,FB,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FDUSDUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-08-16 12:03:29+02,2025-02-19 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-02-19 11:00:00+01,80.515,,,FDUSD,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FIOUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-09-26 08:06:25+02,2026-04-30 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-04-30 11:00:00+02,515.474,,,FIO,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FIREUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-05-09 10:39:25+02,2025-03-18 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-03-18 10:00:00+01,107.474,,,FIRE,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FISUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-07-28 10:52:21+02,2025-10-21 16:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-07-28 10:52:21+02,2025-10-21 16:00:00+02,85.214,,,FIS,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FLMUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-05-02 07:00:12+02,2025-11-01 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-01 10:00:00+01,335.474,,,FLM,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FORTHUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-08-01 07:47:19+02,2025-11-14 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-14 11:00:00+01,348.515,,,FORTH,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FOXYUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-04-12 12:10:05+02,2025-05-22 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-05-22 11:00:00+02,172.474,,,FOXY,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FRAGUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-07-01 11:11:27+02,2025-10-21 16:30:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-07-01 11:11:27+02,2025-10-21 16:30:00+02,112.221,,,FRAG,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FTMUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2021-09-23 02:00:00+02,2025-01-10 11:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-01-10 11:00:00+01,40.515,,,FTM,USDT,LinearPerpetual,0.0001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FTNUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-05-16 12:12:22+02,2025-06-23 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-06-23 11:00:00+02,204.474,,,FTN,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FUELUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-12-31 08:29:05+01,2025-10-26 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-31 08:29:05+01,2025-10-26 10:00:00+01,299.063,,,FUEL,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FWOGUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-11-12 10:03:07+01,2026-01-24 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-01-24 10:00:00+01,419.474,,,FWOG,USDT,LinearPerpetual,0.000001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
FXSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-04-04 06:00:20+02,2026-01-02 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-01-02 10:00:00+01,397.474,,,FXS,USDT,LinearPerpetual,0.0001,0.01,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
GEMSUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-12-05 10:21:35+01,2025-03-25 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-12-05 10:21:35+01,2025-03-25 10:00:00+01,109.985,,,GEMS,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
GFTUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-02-10 07:19:58+01,2024-12-02 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2024-12-02 10:00:00+01,1.474,,,GFT,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
GLMRUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2022-03-30 11:40:50+02,2025-11-26 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-26 10:00:00+01,360.474,,,GLMR,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
GMEUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-06-11 11:43:59+02,2025-03-25 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-03-25 10:00:00+01,114.474,,,GME,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
GOMININGUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-10-02 10:11:49+02,2025-06-06 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-06-06 11:00:00+02,187.474,,,GOMINING,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
GORKUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2025-05-05 12:26:58+02,2025-10-21 16:15:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2025-05-05 12:26:58+02,2025-10-21 16:15:00+02,169.158,,,GORK,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
GTCUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2021-11-29 01:00:00+01,2025-11-26 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-11-26 10:00:00+01,360.474,,,GTC,USDT,LinearPerpetual,0.0001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
GUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-07-25 11:07:16+02,2025-10-26 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-26 10:00:00+01,329.474,,,G,USDT,LinearPerpetual,0.000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
HIFIUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-08-28 10:12:02+02,2025-10-30 10:00:00+01,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2025-10-30 10:00:00+01,333.474,,,HIFI,USDT,LinearPerpetual,0.00001,1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
HIPPOUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2024-11-14 08:56:07+01,2026-04-16 11:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-04-16 11:00:00+02,501.474,,,HIPPO,USDT,LinearPerpetual,0.0000001,10,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
HOOKUSDT,historical_delisted_18mo,f,f,Closed,t,t,Closed,2023-02-07 09:25:52+01,2026-04-03 08:00:00+02,2026-05-07 01:17:48.12092+02,2026-05-31 22:20:01.363662+02,2024-11-30 22:38:06.420089+01,2026-04-03 08:00:00+02,488.349,,,HOOK,USDT,LinearPerpetual,0.00001,0.1,5,2026-05-31 22:20:01.363662+02,bybit-public://v5/market/instruments-info?category=linear&status=Closed
